"review_id","text_pt","label"
"00342abdc15d613efd665c4bc2df0826","so tem demorado mais que o normal as estregas do site depois que comecaram a vender com parceiros, fora isso nd mais a falar, foi entregue no prazo, o produto de excelente qualidade","2"
"00343e1d7afe6b95442fc008abe9763f","mercadorias meio confusas comprei 2 itens do mesmo produto vieram em entregas separadas o segundo demorou uma semana a mais pra chegar","0"
"00355aabc83e148cd43833a1c0f6f3fe","Produto recebido antes do prazo estabelecido e de acordo com o que foi solicitado.","0"
"0036406b2cc6f30d2b33048647f6f5a3","Ótimo produto,entrega rápida e super bem embalado.Super recomendo!!!","2"
"0037d03578e269019636a6b9d54a59d8","Satisfeita com o resultado.","2"
"00397dc753e8c52a2dd4d73a20b88ae7","não recebi o produto","0"
"003da935bbc8bc0808b8d980579d7f7e","Evitem mandar coisas pelos Correios. Tem muitas transportadoras por aí que oferecem o mesmo serviço. Os Correios é a pior instituição de transportes de encomendas do Brasil. Não encontram casa alguma","2"
"003df9e2eb74d2d8b35718c0ac81eb01","Bom produtos entrega rapida","2"
"003ed99dfd12f7fcfa720ed0296f3fc4","Excelente produto, somente o frete q/ foi muito salgado. Porém o produto, é de qualidade!...","1"
"00409368c3ac60ba625775e40321ebc0","Minha compra foi de dois produtos. Tinha apenas um código de rastreio. Chegou apenas um.","0"
"00418c4b4e9a254383c09e057ad3966c","O produto foi entregue até antes da data prevista. Fiquei satisfeita com a compra.","2"
"0042c17cf2e1c6c6442ec6f3b7c1a7fd","Gostaria de dar uma dica quanto a embalagem da entrega, poderia estar dentro de uma caixa para evitar que o produto venha avariado ou evitar possível quebra.","1"
"004344f0a4dd3cdffce1eb7910e47539","Como da imagem, entrega super rápido, bem mais bonito do que imaginei, custo benefício ótimo.","2"
"0044d27b5dd50693ba83f184593e54f7","Não posso culpar a loja, porém é deprimente não receber até o momento a encomenda por culpa dos CORREIOS.","1"
"00471dfbd0f4858840258e732ba33eb4","Tenho a loja baratheon como a minha preferencia e recomendo.","2"
"004893658ab9d765ad52cc27c4a5593e","Chegou antes do prazo, o material não é de tão boa qualidade na questão de acabamentos, mas no mais é ótimo","1"
"004b46d25cf765337a5755e8dee5b0e2","muito bom, recebi antes do prazo previsto","2"
"004f26c5e26874a5fa0685281e022df7","Sem restrição pra compra.","2"
"00503b4965ba711601df2b8cad998c88","O produto chegou em bom estado. Estou satisfeita.","2"
"005135d7687a189652e3d83cbcf1ec9c","A entrega ocorreu dentro do prazo esperado, dentro da qualidade pretendida. Tudo Ok!.","2"
"0054fba4a2c8ddef00af2a4805eec53d","Comprei duas cortinas porém só veio uma cortina na nota consta duas gostaria de saber o que vai ser feito porque isso é falta de respeito com o consumidor que compra e quer recebe aguardo retorno","0"
"005554efe7c593653eef91c1c8b1ff86","Estou gostando do produto. Gostaria de comprar outros produtos, tipo 2 ou 3 produtos, e pagar apenas um frete. Não seria justo? Fica a dica!","2"
"00577b347f98b48d28ce87c4a35cddc0","Recebido dentro do prazo e em perfeito estado.","2"
"005827eb7eb6381f44bd1b76a702d14b","Recomendo entregaram bem antes do prazo.","2"
"0059582d8e0cc445fa942c5c9231d72a","Produto chegou no prazo. Muito bom.","2"
"005a61bc59a417a49b978da5c594962a","Demorou muito tempo para chegar depois do pagamento. Eu acho que pode se optimizar melhor o tempo de entrega.","2"
"005a68c1e45d2ef683bbdc7354c9d3d8","Comprei 2 mini bike e só recebi uma, aguardo retorno.","0"
"005eba8f7c09057f6ba364800d5af85e","Loja horrível, não entregou o meu produto até hoje.","0"
"005ee02b2a92d329cd650b1bba202b26","Os tampos da mesa estavam danificados e aparentemente tentaram pintar com qualquer tinta antes de enviar o que só piorou tudo, acabamento péssimo, lateral do tampo descascando e soltando pedacinho :(","0"
"005fc7abaa7a67d3ce8f49aee64e2751","muito rapido ,dentro do esperado .","2"
"0060db7652beb5a1cb44879f09b1bf41","super recomendo muito bom","2"
"0064bc7363b0ce5d319ce5d431fce38a","Muito bom e segurobo produto","2"
"0068f12e441d7be6f20edab899c9e534","Meu filho adorou, é exatamente como anunciado.","2"
"006aeabb2a1ff6d8074ecb4b56afd4d4","Quero cancelar este pedido","0"
"006af8ffdd34df679ebece5cb8c2107d","Chegou antes do prazo previsto e em perfeito estado","2"
"006c4a3214f327318cf1553162ae0820","Se eu não fosse tão fanático pediria meu dinheiro de volta..Cores fracas e apagadas..a imagem ficou boa..mas as cores são fracas e apagadas...","0"
"006d91c83696c3868dd24533c65ce0be","Além de linda chegou com uma semana, bem antes do prazo estipulado para entrega.","2"
"007164267b6300ac1b4e1d470ca49d3f","Demorou um pouco a chagar o produto, mas foi dentro do prazo.","1"
"007212b1303d5f6b6207d9143e5a668b","Entrega no prazo, obrigado.","2"
"0073ab5e971a35e8814d542798699fd6","Fiz a instalação como dizia no manual, porém o aparelho não funcionou.","0"
"00746491b765e3f50289220ff155d161","Entrega antes do prazo e produto conforme o anúncio. Recomendo.","2"
"0077b276212a11db4bb5d6084d6d9b8a","Recebi dentro do prazo","2"
"0077bd924a9e436de9b1bce12ef1da89","mandei por e-mail a informação de que recebi a voltagem errada e NINGUÉM ME DEU RETORNO. Inclusive enviei um numero de celular mas infelizmente a empresa não retornou.","0"
"00796066fd362662aad56f248cd7a5fb","o produto é otimo, super resistente e muito mais higienica que as outras..recomendo.","2"
"007a8d7e380cb76a212d7345a3efb393","Veio tudo certinho!!!","2"
"007b539ed3ef2c5da19e7527069c89fe","Gostei doproduto comprado obrigado.","2"
"007b9a1a5048eea7367eeb4a73a84422","AINDA É CEDO PARA FALAR,POIS O MEU FILHO AINDA NÃO UTILIZOU O PRODUTO...","2"
"007f155f02008dd28da584c210767024","Recebi um produto divergente, como efeito a troca?","0"
"007fee42d42072e93608eda979d9d49f","muito bom o produto, chegou rápido loja competente.","2"
"00800678dcf28b0ea0caef2147b6945d","Mudo minha opinião assim que receber o produto. Consta no site que o produto foi entregue, mas não recebi.","0"
"00804bc2fcd85fd0fa197d657dec9b4a","Nossa, excelente!!! Superaram minhas expectativas, vou fazer novas compras fim do mes!!! Nota 10","2"
"008396ce4c9d08d5371b4cd708058b2a","Qualidade inferior à esperada.","1"
"0084d42c90ed006b38e8ec708e2221c9","Entrega dentro do prazo, recomendo","2"
"0084ee902f9a4e006a281b644b78cf29","Ate agora comprei o transformador de voltagem 9000 btu nao recebi liguei pra americana a atendente me falou q ia liga pra transportadora e mr retorno em dois dias ja se passaram o prazo .","0"
"008813c8f4ff968ec5f376813fd2dd5c","O Produto é bom, mas não deveria ter espaços tão grandes nos buracos, muriçocas podem atravessa-los, embora, com dificuldade. E só por isso não dei 5 estrelas.","2"
"00883f7a4e42eea11b56115c48129ec1","Adorei minha cortina, um material bem bom, veio em perfeito estado. Cor e modelo corretíssimo.Recomendo.","2"
"008ab7d8d8fa13098921415586145d44","Simplesmente adorei!!! Lindo exatamente como mostra a imagem.","2"
"008f8532ca3fc230af947ed64f4ca357","Produto com excelente qualidade e acabamento. Super recomendável.","2"
"00906040e1fa230cd447e0e2ab23221c","Produto chegou uns 15 dias antes do prazo. (O que é ótimo) Entrega rápida. Super bem embalado.","2"
"0090eb2a29946f932f1f7af8cbbcf9c0","O produto chegou antes do prazo e em perfeitas condições.","2"
"009253728dc80ecc5294cfc726fe6b8d","gostei muito chegou antes do prazo estabelecido","2"
"0092dd245e39e68edf00d255a14a4e76","O produto é muito bom","2"
"0094dde1b39ed6847a41b15204fd3cdd","produto ainda não entregue","1"
"009769749327af83856bda2e6a2f4a01","Recebi só o kit ficou faltando um molinete de 3 rolamento que comprei juntos no mesmo dia por favor me manda resposta quando o outro chega","2"
"0097f9e08a8802ed513b92a2b5d1b478","a cautela pela indicacao e que recebi o produto faltando um item(manual de instrucao),o cabo de forca nao compativel com o orificio do aparelho para carrega-lo devido ser mais grosso que o encaixe","1"
"009a1ec432237fef0610be57ff72e3d7","Gostei muito eu recomendo o produto","2"
"009cfd7eae00f368bfeddd43d43dfce0","Houve atraso de 6 dias em relação ao informado e não houve atualização da data.","1"
"009e6ceaf122665de561b5c2363f2da7","produto dentro dos padrões solicitdo","1"
"009fcbc93fdf8a960f8c12125e732e1e","ainda não abri minha loja e não testei o produto.","2"
"00a1b1c8636bce2a676e93c203c1d585","satisfeito eu recomendo","2"
"00a2c4edf64b5cc687171ce8d0fe3e4f","Não fiquei satisfeita; propaganda enganosa pois, disseram que era luminoso e na verdade NÃO É.E agora? Eu preciso que seja luminoso à noite lógico para aplicação de remédios tipo insulina,Vainia Lúcia","0"
"00a94c6eefaf318ce0d3b56ce51b4d31","Chegou no tempo certo","2"
"00ab33683750affc49823388708a7874","Comprei achando que seria um material simples, mas é bem melhor do que esperava, vale a pena.","2"
"00abed2e8c66d956327a71d094f2fb86","AIND ANÃO RECEBI O PRODUTO E PASSOU DA DATA DE ENTREGA","0"
"00ad4fa44e835cb48027fb1dcae1e173","Excelente a chave! Recomendo!","2"
"00ae483894e7aae7ee28b3e95ce3a30b","A imagem da pintura é perfeita, igualzinha do anúncio. Porém, achei o material pouco resistente e não tem acabamento nas bordas das peças. Mas é lindo!","1"
"00b0203f5935237549c310eb2a35d600","Produto veio como mostra na foto,veio certinho e chegou Antes do prazo,super recomendo,amei","2"
"00b0911a450d29be43bf741bb1250414","O frete foi muito caro. Não valeu a pena. Porque eu tive que retirar a mercadoria na agência do correio.","0"
"00b3710466bc0bb874fe10a84018664d","demoraram a responder, primeiro sem respostas concretas e só depois me responderam. mas o produto foi entregue.","2"
"00b49439147c80e6916759355791a8cf","Paguei o frete porém não foi feita a entrega em minha residência o produto está no correio, sendo que já comprei e foi entregue em minha casa, o problema maior é que os produtos tem volume para retira","2"
"00b4ff93b872060dc0915bbaac9466e7","Dessa vez a culpa foi dos correios,ele se atrasaram deve ser a tal greve deles","0"
"00b5576c6717a51718ff98963e6d4a60","Produto de qualidade,entregue antes do prazo","2"
"00b6d2a442e4e49132990b557f2cf32f","Amei o produto. Super recomendo. Manual de instruções muito facil de entender.","2"
"00b7de732878b20cce90a2372559c80b","Não sei se recomendo. O produto foi marcado no site para um tipo de celular mas quando chegou ele não serviu no celular .","0"
"00c112ddfc7c18606a77f49ca8e9567b","Bom produto, entregue antes do prazo","2"
"00c1dba4fb6e5e32c3f5c5e550d98a3e","recebi os 2 produtos sim recomendo a todos voces esta de parabeis nota 10 obrigado","2"
"00c84c916f10728922c6192ad21e498e","Enviou o produto a mais de um mês, mas ainda não chegou e a loja nem um parecer me deu. Pode não ser culpa dela mas poderia acompanhar e fazer alguma coisa a respeito.","1"
"00c96cf39ea19ac6dec392d6b540e937","Ainda não posso dizer se o produto é bom, estou usando a três dias, mas ainda não vi grandes resultados, o cheiro parece que melhorou um pouco, vamos ver se em uma semana melhora mais.","1"
"00ce8865795823c7ceb6234fc4e046ed","Produto muito diferente do anunciado. Costura mal feita, enchimento torto que deixa a cabeça dos filhotes com uma aparência muito estranha. Um veio até de cor diferente do personagem.","0"
"00d02b97d681dfd7773b124e26b6d399","Bom dia, Estou no aguardo do meu produto já vai para 30 diastema nada. Preciso cancelar a compra","0"
"00d08db32e963156fe770fda369975d1","Cumpriu e respeitou o consumidor.","2"
"00d140ebce1554dcf37eb0536a00efc3","Recebi o produto antes do informado. Perfeito. Agora so falta receber o outro produto pois a compra foi dividida em 2 entregas","2"
"00d2524d2467bed9d27562755bd3dc87","o produto apresentou folga na articulação,,é um produto util,porém pensei que era de melhor qualidade","1"
"00d2ce06a3d065f956720f6a134eb454","Loja muito boa! Parabens!","2"
"00d39d8952f26e6bd4b68f24bfefbe6c","Mandaram no prazo correto. Mas não encaminharam a nota fiscal com o valor correto. Mandaram nota baixa e estava descrito apenas um produto, com o valor muito mais barato do que eu realmente paguei.","0"
"00d3cd9e7eb784993b1f056c9bcf5332","Comprei dermacol, na foto do produto aparece 1 mini bisnaga , o q dá a entender q é uma amostra do produto. Recebi uma base s/rótulo ou especificação,dentro de um recipiente redondo e não é Dermacol","0"
"00d4e73b0853cf1ebb24f2eb816edec7","o manual de instruçoes veio em lingua estrangeira.","1"
"00d94c2f30e0ffaf2753319fc02c94a4","Já conhecia o produto","2"
"00dbe0f2fc7a9f4e5ea0ff41bfbe7952","Aguardando o produto chegar ainda, tem 1 mês que foi feito o pedido.","1"
"00de348b758ffca73cd33543443da155","Produto excelente qualidade. Compra chegou na data prevista.","2"
"00e33c77a57ab8d09dfcc8ac802c5a91","O produto é de qualidade e de custo benefício","2"
"00e589c45e864553dee8395d6b961fcc","Bem confortável, meu filho amou.","2"
"00e927398b7a872a23c8990b38b7026a","Comprei o produto chave canivete para Logan. Mas o produto que me enviaram foi a chave comum. Não vou solicitar a troca por o produto vai me atender. Mas faltou a atenção no ato de enviar o produto.","0"
"00e9867a7ff55be071785a37fe4ff363","Ótimo, não tive problema s com a compra, o stark sempre me informando a situação do produto por emails, dentro do prazo.","2"
"00e9a7dc84b290f5db012a8a554f8186","Chegou antes do prazo. Obrigado.","2"
"00eb72d970e555bb474aba9e75e02e64","O perfume é bom, tem uma fixação boa, mas não há uma grande expansão do cheiro!","2"
"00ebb33f82d352f07f0b19e8c6970036","porém o produto deu defeito e esta sendo encaminhado para a autorizada","1"
"00f04f0e29fb4a551782dff8cc960578","muito bom vendedor entrega o esperado e antes do prazo. recomendo","2"
"00f0ed1d0af92c2ee93b9f60bba00bc1","Chegou em bom estado, encaixou muito bem no celular, capinha muito bonita e fina, recomendo!!!","2"
"00f4e871aa4c212a739df433c74353f9","Produto chegou antes do prazo e era exatamente o que eu estava procurando","2"
"00f51a4171b63a1023a656a32fc9a060","Produto entregue dentro do prazo estabelecido e de ótima qualidade cumprindo os requisitos especificados no anúncio.","2"
"00f8624c9927055f87d88c098ca94b0c","produto entregue dentro do prazo","2"
"00fba0108ba062f435a943e592075e6d","O produto de excelente qualidade, o único problema que não consegui relatar no site um probleminha que foi uma trava que veio faltando, a trava \"C\" que é do encosto, gostaria que me enviassem.","2"
"00fe7ad9bd275095529b06d8d0bc3406","Produto bom com entrega rapida mas veio 1 cabide quebrado.","2"
"010038fadf80b7f60e993609e3f845c0","eu recebi a chopeira na quinta feira na sexta feira testei ela .a torneira está vazando e estufou a madeira embaixo .como faço?","2"
"01026407ec76472ff0d32f0ba7e1c50a","Recomendo o produto, entrega no prazo. Sem problemas com instalação do driver.","2"
"0104b3be7b4d7e8f886e7a6ac04f17fe","a bandana era pra ser com as pontas arredondadas e vieram quadradas, também era para vir uma bandana de tamanho médio e veio uma muito grande que não da para usar na testa.","0"
"0104e953b7c5ae1a06f1fd2d22cf1761","Comprei e paguei, porém, não tive qualquer retorno do lojista. Não recomendo.","0"
"0105ea6487b1325651dc5372adb05152","Só não acho justo pagar \"Entrega\" e ter que me descolar até a agência do correio para retirar o produto.","2"
"01086356469b27ab3025c8aae6f65385","Comprei no site cabos hdmi retrátil e me foi enviado outro tipo. Na compra a foto e discrição era retrátil. A dois dias liguei para esta loja deixei recado e não retornaram. Estou aguardando.","0"
"010b2ed38d56504791d0b0c6a6b29cd1","Um dos três produtos faturados ( etapa 2) foi enviada errada ( outra composição) do que foi pedido e faturado na nota fiscal. Já solicitei o cancelamento do pedido, só me causou transtorno a compra.","0"
"010b7361d3c6962ffb181a8764da3b36","Minha bolsa de caçamba veio da Ford ranger ao invés da frontier","0"
"010bbc0130dafa459ccd25d2bcf82cdb","Produto excelente e otimo atendimento!! Muito grata!!!!","2"
"010bc3bfbe90e2f3110c3742a60ca793","Eu fiz o cancelamento desse pedido no dia 27/02, até hoje não recebi uma resposta sobre. Não recebi o produto e não foi estornado o meu cartão  Estou muito insatisfeita.","0"
"010d040db93ed30a4170ddf01c4f3068","Foi bom recebe no praco certo","2"
"010dee2561f001de52b24b0dc078c28b","As informações nos sites das lannister são irreais, dizem que os correios tiveram um imprevisto, mas em resposta quando questionados dizem que é transportadora. Devem nos passar informações corretas.","0"
"010fcff40d2a714ee939e538bdbb2260","Gostei do relógio muito lindo mesmo! amo essa marca...","2"
"011360bb5d373172aa58ca20349fe3f5","entrega feita pelos correios... e um dois aparelhos veio com defeito, vou ter que trocar!","0"
"0116fec8af5829c4a0598bc3b06bec6a","produto bom e bonito.","2"
"0119168b107f7721513c47da5e0ef145","Recebido, tudo certinho!","2"
"011a79e87b0273bbbe67a913a8230bd2","Entrega no prazo, mas não serviu para o meu Carro uma Zafira Expression automática, não lê praticamente nada.","0"
"011d38cc60cdcaf48d71c415a628a601","Produto veio perfeito e antes do prazo de entrega.","2"
"011e96c5e421c691d96b3f0065f5ccdd","O produto foi entregue corretamente, e até antes do prazo, porém, a sua qualidade é bem inferior ao esperado.","1"
"011eb5ead2f608ff66b5d6840a81b18b","o produto recebir com defeito a cortina desfiada e aoutra erada","2"
"012033ada3fdaa60b7618f98a695474f","Gostei muito da agilidade. Produto chegou antes do prazo. Continuem assim.","2"
"01206bbbfcfe2d85dc0c646a8ddb73d4","Entrei em contato com a empresa 3 vezes e não obtive resposta em nem uma das vezes. Uma falta de respeito com o cliente. O prazo já venceu e meu produto não chegou.","0"
"0120fbe7fc2e94e87346d531ce971358","Ainda não usei o produto.","1"
"01217c69b27054a1cf6c82c41e7703af","Bom dia! O produto chegou dentro do prazo de entrega, porém chegou quebrado, estou tentando falar na loja, mas ninguém resolve.","0"
"01227b8828103ae50239bc06e8f4eb7f","O prazo é até abril, ainda estou aguardando","1"
"0122a0c546107cbbf250f56340c1b737","Produto excelente. Empresa rápida e o produto chegou antes do prazo. Parabéns","2"
"0123950fd29373d9f927a03e43ff54b9","recebi antes do previsto","2"
"012902a4690846e0d3e1cb3a950a1bd0","Recebi um pacote com apenas um item do que comprei, estou com o recibo. O outro item não foi enviado e não consigo uma resposta do vendedor","0"
"01291a39bf79eea405012fdd541442f3","Produto chegou em perfeito Estado. Bem embalado e protegido.","2"
"0129b638739c9008f9d6fb068da23e22","Não sei o que aconteceu.","0"
"012befdc1333e5840c0c6e34fa6e95ba","Recebi um produto diferente do descrito e não consigo trocar pelo site.","0"
"012c531b98718bf2f51102260f227fb7","Ótimo produto e excelente produto.","2"
"012d9e3baeda875fa8f5d57ae2a9a2c0","Entrega no prazo mesmo com greve do correios, produto bem acondicionado. Excelente.","2"
"012e3a6c9f7f897f931c174cf10650ea","Gostei Recebi o produto no prazo certo.","2"
"012f4d3e86e76a981b2891f33865eba3","Gostei do produto, tive dificuldade para montar, pois não conseguia rosquear ele porque estava com um amassadinho no furo, mais dei um jeito e ficou muito bom.","2"
"01311eeea5cacf9234fad20509dad8e8","AMEI O GORRO, É LINDO E COM ÓTIMO PREÇO. RECOMENDO SEM DÚVIDA!","2"
"0132e8c41fd4825325e464dd25543aff","Ainda avaliando a utilidade...","2"
"01339a35acf205d3dd21e4d67f2fddc8","Pontualidade e ótimos produtos.","2"
"01365287c23e42f553fdd37afef2d3e1","Produto de alta qualidade, recomendo. Entregue super rapida!","2"
"0137cc8039d5b0d01b1535c6c7a4a0ab","Excelente loja, super confiável , entrega no prazo, preço bom, satisfação garantida.","2"
"0139a3c30b3f7adc938fcfbf7ef77254","Quero saber dos demais produtos eram 3 itens","0"
"0141189a6944fdf66abd7b0c66687c52","Entregue antes do prazo","2"
"01415c26934d97f56f4b7b40474b817e","Gostei muito, ótima qualidade.","2"
"0141fe772ca0cc97ba070ac6975d0e81","o led do produto não acende","2"
"014295912d0bb13c6cbb868e17746d1e","Produto com etiqueta de autenticidade.","2"
"014497b3e9d54bb967905ffc5cb77f4a","Tirando a entrega o produto é ótimo...","2"
"014552bc1539eed96d4937a07ef1ba03","Produto entregue diferente da compra","0"
"014759ee29a57ca6c5a5564d752c56e6","Entregaram antes do prazo, o produto veio bem embalado e era conforme a descrição do site.  Muito bonito e funciona bem.","2"
"014814de24b3fa4f75ce23fd434b6461","Entrega dentro do prazo.","2"
"014bb9d880369a341aec44c060de24d5","Meu produto não foi entregue ainda. E o vendedor não me dar nenhuma satisfação eu já mandamei vários email msg de reclamação é até agora nada foi feito","0"
"014cbc0b0bbc93ade6cdc4f99eac979e","Compro e sempre comprarei com Vcs d lannister.com","1"
"014eb8f308510295c0aafb233df68d69","Ótimo produto, bons preços e entrega rápida.","2"
"014f70270fa59804f14eb3df2ca690d2","........................","2"
"01537f6340f89ed116e46b4a4f88204f","Produto de boa qualidade, loja cumpriu o prazo.. recomendo","2"
"0153a9c0e2c38976602754095ad1d8ee","Chegou rápido, mas ainda falta um produto que comprei junto(henna de outras loja). Achei o frete caro.","2"
"0157cbf2ad5add2ac0c1cbe36ec903d0","produto muito bom...conforme o esperado","2"
"0158029fd0bae625bcf45e9ecc022625","Primeira vez que compro e gostei entregaram até antes da data muito bom","2"
"0159077dd9d4cb22186f4a0c65ac61da","Estou preocupado, pois até agora não recebi o produto, e nem fui comunicado o porque está atrasado.","0"
"01599963b3308e80154e13bf8639aaaf","Além de chegar no último dia, venho quebrado.","0"
"0162340d190549d567ee0fdfb8fb725b","Ainda não recebi o produto é já se passou o prazo solicitado.","0"
"01629dc27909205db2b54bb230365693","Produto entregue antes dá data prometida!","2"
"0164813279fca168f16dc2fce414850b","produto muito bom custo e benefício.","1"
"016581157ea5ca8583847093741d31d9","Bom é eficiente na entrega","2"
"0167b869d4f8c8c2a2ecbedf313e87ca","PRODUTO DE QUALIDADE","2"
"016887889a1fab6ba157b0d9b16f4b5e","Recebi o produto certo e antes do prazo. Valeu stark, targaryen/relojoaria nishimoto  e correios.","2"
"0169dcd326e9cf2ec4694b98aa454b03","Ótimo produto vale cada centavo","2"
"016e1ba217d5a0c48c11ea18d2c38bb8","Ainda não o instalei, mais parece ser um ótimo produto, recomendo!","2"
"016f9e36942a6c358e497569647af6ba","Efetuei a compra de suas estantes, no entanto, apesar da rapidez na entrega, somente recebi uma delas.  Requeiro pelo presente a entrega do segundo produto.","0"
"016febd6d1da5ce4c4641ca56d09e532","Se pré compro são muitos sério no que fazem...","2"
"01719ac43943892aee0c317c421fc7aa","Compramos 2 tonners e veio apenas 1 na caixa tiramos fotos e fizemos video precisamos urgente do reembolso ou do produto","0"
"01720836e105ec4c8658258f32ae91c9","Recebi antes do prazo e o produto veio conforme esperado","2"
"0174caf0ee5964646040cd94e15ac95e","Produto entregue dentro de embalagem do fornecedor sem os parafusos de fixação das partes.","0"
"0176c0861de9863e12b37cc5c807411a","Ñão recebi o produto adquirido","0"
"0178494e0c001522d2fa981f6d235cb1","Entrega super rápida, antes mesmo do prazo. Muito bom.","2"
"01785907f851fae8d29e1e9bf8ec8f84","lannister + a empresa partner bateram o recorde com relaçao ao prazo de entrega. Foram extremamente eficientes e rapidos......me  surpreendeu !!!!","2"
"017a08c8eaa49f015f709267a34757a2","Produto bonito. Achei um pouco pequeno para a cama.","2"
"017a77bc6825956d3fe269bf2a48cd00","Muito satisfeito!!! Entrega super rápido, excelente atendimento. Empresa comprometida com à satisfação do seu cliente!","2"
"017a9dbdfd3180dbdaee6738a3e9679e","Chegou antes do prazo, porém os encaixes é um pouco maior que que o tablet 7 polegadas da Samsung. Não cai mas esteticamente parece que vai cair.","2"
"017c2b5a9152db1baac14d2c33b934e8","A entrega não foi feita no prazo, não deram nenhuma satisfação.","0"
"017cbfb4c078093ed86bfffd6d406c6e","Conforme chegou conforme anunciado, recomendo a loja..","2"
"017cc46e6cf2868cbc1939251184530b","NÃO RECEBI AINDA O PRODUTO...AGUARDANDO.","0"
"017f0e1ea6386de662cbeba299c59ad1","ja reclamei varias vezes e ate hoje não sei onde foi parar o produto que comprei. quero cancelar esta compra e quero meu dinheiro de volta.","0"
"01807c8e1ba496f66f53b872ab866b1b","Não recomendo pois recebi um produto diferente do solicitado","0"
"01822b206cbbf85560305930977ca8f7","No status do meu pedido estava \"dificuldade na entrega\" entrei em contato e disseram que em 48 hs iriam retornar, só que o retorno aconteceu uma semana depois e sem novo prazo para entrega.","0"
"018508d725399f218577be12037e0823","A mateira não é de couro como estava na descrição, e veio o modelo incorreto.","0"
"0186dfcf2c8bb3a8f902f92bd89cff7d","A caixa veio furada. Fiquei preocupado com a integridade do produto mas estava tudo normal.","1"
"018b1f29ecccd8c87a91f64c6b619d59","Recebi o produto bem antes da data prevista Adorei essa compra.","2"
"018c84dd6b73d6eb479a4c25fd8a6533","Muito satisfeita pelas compras realizadas , no prazo e tudo de primeira qualidade. PARABÉNS!","2"
"018c9e7ec86204067772083c6ffcbf9c","Tudo que eu esperava, lindas e grandes tecido muito bom.","2"
"018e39b7dbe872fd3b7b9ea07fe6a9bd","Acho que deveriam mudar o modo de entrega, pois os Correios deixam muito a desejar. Vieram uma única vez entregar meu produto e foi um domingo à tarde e mandaram de volta pro remetente o produto.","0"
"018f2a4679e0a7ec165b6f0a490e7b39","Recomendo o Site e o produto para todos aqueles que estão pensando em adquirir.","2"
"0194e20d38ba141455605b665eb141ad","gostei muito no futuro próximo comprarei mais produtos ....","2"
